,MosqueName,MosqueAddress
6,Mosquée Sunna,10 rue de la Mare - 41000 BLOIS
7,Mosquée Association Musulmane Turque,4 Rue Pierre Curie - 41100 VENDÔME
0,Mosquée DE SULLY,"10, Chemin de la Levée - 45600 SULLY-SUR-LOIRE"
1,Grande mosquée de Gien,35 rue Jean Moulin - 45500 GIEN
2,Mosquée Annour,4 Rue Jules Ferry - 45100 ORLÉANS
3,Mosquée de Pithiviers,Avenue du 11 Novembre 1918 - 45300 PITHIVIERS
4,Salle de prière,"33, route Ousson - 45250 BRIARE"
5,Mosquée Sunnah,8 rue pierre et marie curie - 45000 ORLÉANS
6,Mosquée de Saint Jean de Braye,233 rue des charbonnieres - 45800 SAINT JEAN DE BRAYE
7,Mosquée APEECM,1 rue André petit - 45120 CHALETTE SUR LOING
8,Mosquée Okba ibn nafaa,18 rue de Lavoisier - 45140 INGRÉ
9,Mosquée Al Hidaya,97 rue des rouges gorges - 45770 SARAN
10,Mosquée FATHI (union islamique Turque),27 rue charles beauhaire - 45140 SAINT JEAN DE LA RUELLE
11,Mosquée,"22, rue Beauvois - 45380 LA CHAPELLE SAINT MESMIN"
12,La mosquée Ibn Badis ,4 Rue de Limare - 45000 ORLÉANS
13,Mosquée,"33, route Ousson - 45250 BRIARE"
14,Mosquée," 120 bis, rue Anatole France - 45400 FLEURY LES AUBRAIS"
15,Mosquée,"29, avenue de la Gare - 45600 SULLY SUR LOIRE"
16,Mosquée,"20 / 22, rue Salmonerie - 45140 SAINT JEAN DE LA RUELLE"
17,Mosquée,"1, rue de la Cure - 45550 SAINT DENIS DE L HOTEL"
18,Mosquée,"5, place de Maurice Ravel - 45300 PITHIVIERS"
19,Mosquée,"248, rue Eric Nesler - 45330 MALESHERBES"
20,Mosquée,"1, impasse de la Mouchetière - 45140 INGRE"
21,Mosquée,"82, chemin de saint Pierre - 45500 GIEN"
22,Mosquée,"55, rue Autry - 45500 GIEN"
23,Salle de prière foyer,Chemin de SAINT Pierre Les Montoires - 45500 GIEN
24,Mosquée De,"3, rue Bégonias - 45500 GIEN"
25,Mosquée,"14, rue de la Gène - 45110 CHATEAUNEUF SUR LOIRE"
26,Union Islamique E.F,"20, rue des Ecoles - 45120 CHALETTE SUR LOING"
27,Mosquée,23-33 Avenue Louis Joseph Soulas - 45800 SAINT-JEAN-DE-BRAYE
28,Mosquée,Rue de Condorcet - 45100 ORLÉANS
29,Mosquée de Meung-sur-Loire,56-62 Rue de la Gare  - 45130 MEUNG-SUR-LOIRE
30,Association pakistannaise ,12 Rue du petit pont - 45000 ORLÉANS
31,Mosquée El Mouhsinine,Avenue de Vendôme - 45190 BEAUGENCY
32,Salle de prière,7 Rue Marlin - 45120 CHÂLETTE-SUR-LOING
33,Mosquée Ismael,40 Rue Roger Salengro - 45120 CHÂLETTE-SUR-LOING
34,Salle de prière foyer,Rue l'Ile de Corse - 45000 SAINT JEAN LE BLANC
0,Mosquée De Charleville,"9, rue de la Fonderie - 08000 CHARLEVILLE MEZIERES"
1,Mosquée,"5, avenue Stackler - 08200 SEDAN"
2,Mosquée,Avenue Calmette - 08500 REVIN
3,Mosquée,"9, Bd. Gambetta - 08200 SEDAN"
4,Salle de prière,Lieu dit Sartnizon - 08500 REVIN
5,Mosquée,"4, rue Pierre Curie - 08500 REVIN"
6,Mosquée,"11, Chemin Mon Bijoux - 08600 GIVET"
7,Mosquée,"61, allée du Muget - 08170 FUMAY"
8,Mosquée,"47, avenue de L'Europe - 08170 FUMAY"
9,Mosquée," 3, rue Martin Cacheleux - 08000 CHARLEVILLE MEZIERES"
10,Mosquée,"9, boulevard Gambetta - 08000 CHARLEVILLE MEZIERES"
0,Al-Ihsan,58 Mail des Charmilles - 10000 TROYES
1,Mosquée UCMA (Union de la Communauté Musulmane de l'Aube),62 Rue Général Sarrail  - 10600 LA CHAPELLE SAINT LUC
2,Mosquée Centre islamique et culturel de Belgique,Parc du cinquantenaire - 1000 ETTERBEEK
3,Mosquée Turque,"19, rue saint François - 10400 NOGENT-SUR-SEINE"
4,Mosquée Imam Ali,"42, rue Charles Gros - 10000 TROYES"
5,Mosquée Imâm Abû Hâmid Al-Ghazālī,6 rue des ponts - 10000 TROYES
6,Mosquée,"2, rue des Perches - 10140 VENDEUVRE SUR BARSE"
7,Mosquée Abou Bakr,"1, rue Jean Berthelin - 10000 TROYES"
8,Mosquée EL-Nour,"4, rue du Docteur Calmette - 10000 TROYES"
9,Mosquée Hamza,"3, rue des Jumelages - 10000 TROYES"
10,Mosquée Hamza,"4, Place de Soest - 10000 TROYES"
11,Mosquée EL-FATH,"92, rue des Marots - 10000 TROYES"
12,Mosquée,"65, avenue Diderot - 10100 ROMILLY SUR SEINE"
13,Mosquée,"82, rue Jean Berthelin - 10100 ROMILLY SUR SEINE"
14,Mosquée de Romilly Sur Seine,"31bis, rue Jean Moulin - 10100 ROMILLY SUR SEINE"
15,Salle de prière,"17, rue du Marton - 10100 ROMILLY SUR SEINE"
16,Mosquée De Nogent Sur Seine,"33, rue Jean Jaurès - 10400 NOGENT SUR SEINE"
17,Mosquée EN-Nour,rue Jean Moulin - 10600 LA CHAPELLE SAINT LUC
18,Mosquée,"5, rue Le Corbusier - 10110 BAR SUR SEINE"
19,Mosquée EN-Nour,rue des Ecoles - 10110 BAR SUR SEINE
20,Mosquée En-Nour,Route de Mery - 10110 BAR SUR SEINE
21,Mosquée EL-Houda,Route de Mery - 10200 BAR SUR AUBE
22,Mosquée Othmane Ibn Affane,"10, rue Général De Gaulle - 10200 BAR SUR AUBE"
23,Salle de prière,Avenue de l'Ile Germaine - 10120 SAINT-ANDRÉ-LES-VERGERS
24,Mosquée Mosaab Bni Omair,7 Rue le Corbusier - 10000 LA CHAPELLE SAINT LUC
0,La grande mosquée de Reims,7 Chaussée Saint-Martin - 51100 REIMS
1,Mosquée Al-Fajr,Place Jean Fragonard - 51100 REIMS
2,AICCRR ,3 Rue Charles Roche - 51100 REIMS
3,Association de la Mosquée et du Centre Islamique de Reims,15 Rue Clovis Chézel - 51100 REIMS
4,Mosquée,"40, rue du Faubourg. de saint-Dizier - 51300 VITRY LE FRANCOIS"
5,Mosquée,"2, route de Neuilly - 51300 VITRY LE FRANCOIS"
6,Mosquée,"1, rue du Docteur Bienfait - 51100 REIMS"
7,Mosquée,"11, rue des Savoyards - 51100 REIMS"
8,Mosquée,"23, chemin de la Jouette - 51100 REIMS"
9,Salle de prière foyer,"16, Rue Pontossy - 51100 REIMS"
10,Mosquée,"69, Quai de la Villa - 51200 EPERNAY"
11,Mosquée EL-MANSOUR,"1, rue Sainte-Thérèse - 51200 EPERNAY"
12,Mosquée du Centre Islamique de Reims,"15, rue Clovis Chezel - 51200 EPERNAY"
13,Mosquée OTTMANE,"74, rue de la Maison Blanche - 51200 EPERNAY"
14,Mosquée,"12 bis, rue Louis Martin - 51000 CHALONS EN CHAMPAGNE"
15,Salle de prière foyer,Av John Kennedy - 51100 REIMS
16,Salle de prière,1 Rue Jules Siegfried - 51100 REIMS
17,Mosquée Turque A.C.I.T.,74 Rue de Maison Blache - 51100 REIMS
18,Salle de prière foyer,11 Rue de Lorraine - 51000 EPERNAY
19,Mosquée d'Epernay,12 Av Miderkerque - 51000 EPERNAY
20,Salle de prière,22 Rue Fagniéres - 51000 CHALONS-EN-CHAMPAGNE
21,Salle de prière,7 Rue du 372éme - 51000 CHALONS-EN-CHAMPAGNE
22,Mosquée de Chalon,4 Rue du Dr Calmette - 51000 CHALONS-EN-CHAMPAGNE
0,Mosquée El Fath,64 Avenue des Etats-Unis - 52100 SAINT DIZIER
1,Mosquée,"12, avenue de la Marne,  - 52300 JOINVILLE"
2,Mosquée,Avenue Debussy - 52300 VECQUEVILLE
3,Mosquée,"6, Albert Camus - 52100 SAINT DIZIER"
4,Mosquée,"16, rue Lamartine - 52100 SAINT DIZIER"
5,Mosquée,"33, boulevard Henri Dunant - 52100 SAINT DIZIER"
6,Mosquée,"50, Bd de Lattre de Tassigny - 52200 LANGRES"
7,Mosquée,"4, rue de la boucherie - 52200 LANGRES"
8,Mosquée,"16, rue Robespierre - 52000 CHAUMONT"
9,Mosquée," 2, Route de Neuilly - 52000 CHAUMONT"
10,Mosquée de Chaumont,7 Rue Juvet - 52000 CHAUMONT
11,Salle de prière,13 Rue aux Fées - 52000 LANGRES
0,Mosquée de Corte,1 avenue jean nicoli - 20250 CORTE
1,Mosquée de Baléone,Baléone - 20167 SARROLA CARCOPINO
2,mosquée bastia,rue Saint Joseph - 20200 BASTIA
3,Mosqué Tunisienne,10 boulevard Jérôme et Barthélémy Maglioli - 20000 AJACCIO
4,Mosquée,rue des Abattoirs - 20200 BASTIA
5,Mosquée,rue sainte-Anne - 20100 SARTENE
6,Mosquée,Route de Calvi Ile-Rousse - 20160 BALOGNA
7,Mosquée,rue des Magnolias - 20000 AJACCIO
8,Mosquée,"17, rue du Colonel Colonna d'Ornano - 20000 AJACCIO"
9,Mosquée,1 rue du Bataillon de Choc - 20000 AJACCIO
10,Salle de prière d'ile rousse,Route de Calvi - 20220 L'ILE-ROUSSE
0,Mosquée de Corte,1 avenue jean nicoli - 20250 CORTE
1,Mosquée de Baléone,Baléone - 20167 SARROLA CARCOPINO
2,mosquée bastia,rue Saint Joseph - 20200 BASTIA
3,Mosqué Tunisienne,10 boulevard Jérôme et Barthélémy Maglioli - 20000 AJACCIO
4,Mosquée,rue des Abattoirs - 20200 BASTIA
5,Mosquée,rue sainte-Anne - 20100 SARTENE
6,Mosquée,Route de Calvi Ile-Rousse - 20160 BALOGNA
7,Mosquée,rue des Magnolias - 20000 AJACCIO
8,Mosquée,"17, rue du Colonel Colonna d'Ornano - 20000 AJACCIO"
9,Mosquée,1 rue du Bataillon de Choc - 20000 AJACCIO
10,Salle de prière d'ile rousse,Route de Calvi - 20220 L'ILE-ROUSSE
0,Mosquée de Tawhid,47 Rue de l'hôtel de ville - 25600 SOCHAUX
1,Mosquée Abou Bakr Sadiq,rue Ravel - 25200 MONTBÉLIARD
2,Mosquée Le just milieu,32 Dernier Sol - 2543 LUXEMBOURG
3,Mosquée de Pontalier - Philippe Grenier,"6, place Jules Pagnier - 25300 PONTARLIER"
4,Mosquée Abu bakr,Rue du Mont bart - 25200 MONTBÉLIARD
5,Association Culturelle Es-Sunna,Rue Elisée Reclus - 25000 BESANÇON
6,Mosquée,21 bis rue de chaillot - 25000 BESANCON
7,Mosquée Al-Fath,"29, rue Clément Marot - 25000 BESANÇON"
8,Centre Islamique de Franche comté (CCIFC),21 Rue Chaillot  - 25000 BESANÇON
9,Mosquée ZAYD IBNO TABIT,"2, rue ds Frères Lumières - 25200 BETHONCOURT"
10,Mosquée,"1, rue Charles Lodier - 25700 VALENTIGNEY"
11,Mosquée,"3, rue Fort Lachaux - 25200 MONTBELIARD"
12,Mosquée De Grand-Charmond,"5, rue d'Artois - 25200 GRAND CHARMONT"
13,Mosquée,"12, rue des saints Martin - 25000 BESANCON"
14,Salle de prière,"82, Rue Gearges Clemenceau - 25000 BESANCON"
15,Salle de prière,Rue Monrapont - 25000 BESANCON
16,Mosquée Omar,"63, rue de Chazeuil - 25000 BESANCON"
17,Mosquée,"98, Rue de Vesoul - 25000 BESANCON"
18,Mosquée ER-RAHMANE,"9, rue de Valentigny - 25400 AUDINCOURT"
19,Association d'Amitié Musulmane de Grand-Charmont,16 Rue de Picardie - 25200 GRAND-CHARMONT
20,Salle de prière Amicale des Amis Turcs et Français de Valentigney,6 Rue des Combottes - 25700 VALENTIGNEY
21,Salle de prière Association Culturelle Islamique de Valentigney,1 Rue des Frères Lumière - 25700 VALENTIGNEY
22,Salle de prière Asssociation Culturelle Musulmane de Solidarité,33b Avenue du Général Leclerc - 25600 SOCHAUX
23,Salle de prière Association Culturelle des Turcs du Val de Morteau,Rue de la Fontaine l'Epine - 25500 MORTEAU
24,Salle de prière Association Culturelle des Turques de Morteau,Place de l'Eglise - 25500 MORTEAU
25,Mosquée Assemblée Culturelle Islamique El-Rahmane,9 Rue de Valentigney - 25400 AUDINCOURT
26,Salle de prière Association des Travailleurs Turcs de Pontarlier,3 Rue Thiers - 25300 PONTARLIER
27,Mosquée Association Culturelle Islamique de Montbéliard,10 Rue de Montbéliard - 25200 BETHONCOURT
28,Salle de prière Association Culturelle Islamique de Maîche,Rue du Mont - 25120 MAÎCHE
29,Salle de prière,9 Rue de Cologne - 25000 BESANÇON
30,Salle de prière Association Culturelle Franc-Turque de Besançon,Rue Guillaume Apollinaire - 25000 BESANÇON
0,Mosquée Centre culturel franco-maghrebin,"3 Bis, Chemin De La Coupe - 39200 SAINT-CLAUDE"
1,Salle de prière Association du Centre Culturel Marocain,"15, rue des Etapes - 39200 SAINT-CLAUDE"
2,Mosquée,"3, rue du Barrage - 39200 SAINT CLAUDE"
3,Mosquée,"15, rue d'Essarts - 39400 MOREZ"
4,Mosquée,"56, rue de la République - 39400 MORBIER"
5,Mosquée,"49, rue du Jura - 39260 MOIRANS EN MONTAGNE"
6,Mosquée,"14, Place Ancien Collège - 39000 LONS LE SAUNIER"
7,Mosquée,rue les Baraques - 39200 LA RIXOUSE
8,Mosquée,"26F, rue Maréchal Leclerc - 39100 DOLE"
9,Mosquée,"177, rue Chantal Jourdy - 39100 DOLE"
10,Mosquée EL-HIJRA,"13 bis, place des Stands - 39300 CHAMPAGNOLE"
11,Mosquée Association Culturelle Maghrébine de Morez Bilal,Chemin du Pré Vif - 39400 MOREZ
12,Mosquée El Hijra,Rue des Champs Sarrazins - 39300 CHAMPAGNOLE
13,Mosquée Association Culturelle Islamique El-Baraka,8 Salave de Bise - 39150 SAINT-LAURENT-EN-GRANDVAUX
14,Mosquée Association Culturelle Islamique de Dôle,34 Rue du Mont Roland - 39100 DOLE
15,Salle de prière Association Culturelle Maghrébine de Lons le Saunier,Rue des Salines - 39000 LONS-LE-SAUNIER
0,Mosquée de GRAY,3 rue de Bourgogne - 70100 GRAY
1,Mosquée,"134, avenue Albert Thomas - 70320 CORBENAY"
2,Mosquée,26 Avenue du Mont Vaudois - 70400 HERICOURT
3,Mosquée Er-Rahmane,"23 ou 34, rue du Général Juin - 70000 VESOUL"
4,Salle de priere,"2, Place Pascal - 70000 VESOUL"
5,Mosquée,"33, rue des Ballastières - 70800 SAINT LOUP SUR SEMOUSE"
6,Mosquée,"3, allée des Libellés - 70300 LUXEUIL LES BAINS"
7,Mosquée,"47, rue Edouard Herriot - 70300 LUXEUIL LES BAINS"
8,Mosquée,"7, rue Jean Moulin - 70200 LURE"
9,Mosquée Qoba,"65, rue Carnot - 70200 LURE"
10,Mosquée,"10, rue Frères Lumières - 70400 HERICOURT"
11,Mosquée,"55, avenue de Lattre de Tassigny - 70100 GRAY"
0,Mosquée Omar Ibn Khattab,"8, rue lunette - 90000 BELFORT"
1,Mosquée,"29, rue Carnot - 90300 VALDOIE"
2,Mosquée Ottmane,"2, rue de Voinaie - 90100 DELLE"
3,Mosquée Al Imane,"20, boulevard Anatole France - 90000 BELFORT"
4,Mosquée,"18, rue de Thann - 90000 BELFORT"
5,Mosquée Qoba,"6, rue François Lebleu - 90000 BELFORT"
6,Mosquée Abou Bakr,"6 bis, rue Four à Chaux - 90500 BEAUCOURT"
7,Mosquée des Résidences,4 Rue de Londres - 90000 BELFORT
0,Mosquée El badr,2 rue des vallots - 27400 LOUVIERS
1,Mosquée de Gisors,22 rue des Templiers - 27140 GISORS
2,Mosquée,"103, rue Saint-André - 27130 VERNEUIL-SUR-AVRE"
3,Mosquée Omar ibn el khattab,Boulevard Georges Azémia - 27200 VERNON
4,Mosquée Essalam,3 impasse Victor Leray - 27600 GAILLON
5,Mosquée,"5, cours des Fontenelles - 27200 VERNON"
6,Mosquée,rue de la Grosse Borne - 27200 VERNON
7,Mosquée,"103, rue saint-André - 27200 VERNON"
8,Salle De Prière,"5, rue des Carreaux - 27200 VERNON"
9,Mosquée,rue Mimosas - 27100 VAL DE REUIL
10,Mosquée,rue de l'Industrie - 27950 SAINT MARCEL
11,Salle de prière,Rue Sadi Carnot - 27400 LOUVIERS
12,Mosquée Es-Salam,"3, Impasse Victor Lory - 27400 LOUVIERS"
13,Mosquée,Rue de bruxelles Maison Rouge - 27400 LOUVIERS
14,Mosquée,rue du Maréchal Foch - 27700 LES ANDELYS
15,Salle de prière,rue de Verdun - 27600 GAILLON
16,Mosquée ABDOU ESSALAM,rue Emile-Zola - 27000 EVREUX
17,Mosquée,"79, Impasse de Chocherel - 27000 EVREUX"
18,Salle de prière foyer,"17, Rue de la Manière Riga - 27000 EVREUX"
19,Mosquée Assalam,2 Rue de Colmar - 27000 EVREUX
20,Salle de prière,Rue des Mimosas - 27590 PÎTRES
21,Mosquée de Louviers,Chemin du Vallot - 27400 LOUVIERS
22,Salle de prière,9 Rue Saint-Jean - 27400 LOUVIERS
23,Mosquée des boutardes,5 Rue Georges André - 27200 VERNON
24,Salle de prière,24 Rue du Septentrion - 27100 VAL-DE-REUIL
25,Mosquée de Val-De-Reuil,2 Rue Courtine - 27100 VAL-DE-REUIL
26,Mosquée El-Fath,21 Rue de la Forêt - 27000 EVREUX
27,Mosquée Assalama,41 Bd Albert Schweitzer - 27000 CHÂTEAUDUN
0,Mosquée El-Mohsinine,"21, ancienne route Duclair - 76380 CANTELEU"
1,Mosquée Al Qods,35 Avenue de la Fraternité - 76350 OISSEL
2,Mosquée Maryam Al Adhra,rue de Binche - 76150 MAROMME
3,Mosquée de Dieppe,152 avenue de la République - 76200 DIEPPE
4,Mosquée Ennour,12 rue Léon Peulevey - 76620 LE HAVRE
5,Mosquée De Petit Couronnes,"110, rue Général Leclerc - 76650 PETIT COURONNE"
6,Mosquée En-Nour,40 rue Paul Claudel - 76620 LE HAVRE
7,Mosquée,"1, rue Gustave Mauconduit - 76210 BOLBEC "
8,Mosquée Turque,"5, route des Carreaux - 76210 BOLBEC"
9,Mosquée An'nour,11 rue Pierre-Renaudel. - 76500 ELBEUF
10,Mosquée al mouhsinine,rue du moulin enragé - 76170 LILLEBONNE
11,CENTRE CULTUREL ISLAMIQUE POUR L'EDUCATION ET L'ENSEIGNEMENT,"22, rue Pierre Corneille - 76300 SOTTEVILLE LES ROUEN"
12,Mosquée EL-Fath,rue Le Verrier - 76800 SAINT ETIENNE DU ROUVRAY
13,Mosquée Yahia,"1C, rue Guynemer - 76800 SAINT ETIENNE DU ROUVRAY"
14,Mosquée,"350, rue des Patriotes - 76000 ROUEN"
15,Mosquée,"14, rue Mosc - 76000 ROUEN"
16,Mosquée,"13, rue Notre-Dame de Victoire - 76000 ROUEN"
17,Mosquée El-Fath,rue le Verrier - 76000 ROUEN
18,Mosquée,"5, rue Edouard Grieg - 76330 NOTRE DAME DE GRAVENCHON"
19,Mosquée,"38, rue des portes de la ville - 76150 MAROMME"
20,Mosquée,"5, rue Lodi - 76600 LE HAVRE"
21,Mosquée,"45, rue de la Bouteillerie - 76600 LE HAVRE"
22,Mosquée,rue Fécamp - 76600 LE HAVRE
23,Mosquée El-Fath,rue Victor Hugo - 76530 GRAND COURONNE
24,Mosquée En-Nour,"5, rue Boucher de Perthes - 76500 ELBEUF"
25,Mosquée EL-Mohsinine,"21, route Duclair - 76500 ELBEUF"
26,Union T-Islamique d'Affaires Théologiques,"75, rue Chêne à Leu - 76380 CANTELEU"
27,Mosquée Essalam,7 Rue Edmond Casaux - 76620 LE HAVRE
28,Salle de prière,125 Rue Audran - 76000 LE HAVRE
29,Salle de prière,261 Bd Jules Durand - 76000 LE HAVRE
30,Mosquée de Bellevue,92 Rue gustave Brindeau - 76000 LE HAVRE
31,Salle de prière Foyer,39 Bd de l'Amiral Mouchez - 76000 LE HAVRE
32,Salle de prière,76 Av Grand Quevilly - 76000 ROUEN
33,Salle de prière Foyer,32 Rue de la République - 76000 ROUEN
34,Mosquée Al Kaoutar,2 Rue Nouveau Monde - 76000 ROUEN
35,Salle de prière Foyer,Rue Sadi Carnot - 76000 ROUEN
0,Centre Culturel Islamique Turc,83 Rue du Faubourg Saint-Denis - 75010 PARIS
1,Salle de prière Foyer,15 Rue Bisson - 75020 PARIS
2,Salle de prière,14 boulevard de Vaugirard - 75015 PARIS
3,Institut Musulman de la Grande Mosquée de Paris,39845 Place du Puits de l’Ermite - 75005 PARIS
4,Mosquée de Javel,47 Rue de Javel - 75015 PARIS
5,Mosquée Institut Socio-Culturel des Musulmans,1 avenue de la porte des poissonniers - 75018 PARIS
6,Salle de priére Aimm,13 rue Saint Maur - 7500 TOURNAI 
7,Mosquée Addâwa,39 Rue Tanger - 75019 PARIS
8,Salle de prière el Fath,124 rue Falguière - 75015 PARIS
9,Salle de priére foyer,21 rue du retrait - 75020 PARIS
10,Mosquée Abou Baker Assiddiq,39 Bd Belleville - 75011 PARIS
11,Salle de prière,51 bd Masséna - 75013 PARIS
12,Mosqueee An-Noor 12e ,35 rue baron le roy - 75012 PARIS
13,Salle de priére St Jacques,61 boulevard Saint Jacques - 75014 PARIS
14,Mosquée Alhouda,8 Bd Ménilmontant - 75020 PARIS
15,Mosquée E Madina (Mauricienne),27 Rue Etienne Marey - 75020 PARIS
16,Salle de priere foyer ADOMA,4 Place du Cardinal Lavigerie - 75012 PARIS
17,Salle de Prière Foyer Duée,31-33 Rue de la Duée - 75020 PARIS
18,Foyer AFTAM,Rue Giffard - 75013 PARIS
19,Mosquée Omar Ass. Vivre l'Islam en Occident,79 Rue Jean-Pierre Timbaud - 75011 PARIS
20,Mosquée Khalid Ibn Walid - Rue Myrha,28 Rue Myrha - 75018 PARIS
21,Mosquée Ali,"83, rue Faubourg Saint Denis - 75010 PARIS"
22,Salle de prière Foyer sanacotra,15- 21 Boulevard de la Commanderie - 75019 PARIS
23,Salle de prière,12 rue gergovie - 75014 PARIS
24,Mosquée El Fatih,64 rue du Faubourg Saint-Denis - 75002 PARIS
25,Salle de prière Attaqwa Foyer Sonacotra,7 Rue Petit Pierre - 75011 PARIS
26,Ass. de Coopération islamique de la Communauté Africaine,103 Rue Orfila - 75020 PARIS
27,Salle de prière Foyer,64 Rue des Amandiers - 75020 PARIS
28,Salle de prière Foyer,16 Rue Fernaud léger - 75020 PARIS
29,Salle de prière Foyer,41 Rue Robespierre - 75020 PARIS
30,Salle de prière Foyer,26 Rue de l'Argonne - 75019 PARIS
31,Salle de prière Foyer,80-82 Rue Aubervilliers - 75019 PARIS
32,Mosquée Stalingrad,Rue de Tanger - 75019 PARIS
33,Salle de prière,13 Rue de Lorraine - 75019 PARIS
34,Salle de prière,15 Rue David d'Angers - 75019 PARIS
35,Salle de prière,55 Rue Campans - 75019 PARIS
36,Salle de prière,48 Rue de Romainville - 75019 PARIS
37,Mosquée Abdoulmajid,77 Rue Philippe de Girard - 75018 PARIS
38,Mosquee AbdelMajid,23 Rue Léon - 75018 PARIS
39,Ass. Djamaat al fathi dawat eladdine,74 Rue Myrrha - 75018 PARIS
40,Mosquée Al Fath,55 Rue Polonceau - 75018 PARIS
41,Salle de prière,15 Rue St Just - 75017 PARIS
42,Mosquée du foyer sonacotra,Boulevard du Fort de Vaux - 75017 PARIS
43,Salle de prière,73 Rue de la Procession - 75015 PARIS
44,Salle de prière AIEF,23 Rue Boyer Barret - 75014 PARIS
45,Salle de prière,7 Rue des Arbustes - 75014 PARIS
46,Salle de prière Foyer AFTAM,59 Rue Jeanne d'Arc - 75013 PARIS
47,Salle de prière,50 Rue Clisson - 75013 PARIS
48,Mosquée Masjid Arrahman Foyer Sonacotra,63 Rue du Chevaleret - 75013 PARIS
49,Mosquèe Othman,80 Rue Tolbiac - 75013 PARIS
50,Salle de prière,43 Rue des Terres au Curé - 75013 PARIS
51,Salle de prière, 22-24 Rue Claude Tillier - 75012 PARIS
52,Salle de prière,5 Impasse Questre - 75011 PARIS
53,Mosquée Turque,6 Bd Ménilmontant - 75011 PARIS
54,Salle de prière,24 Rue Roche Brune - 75011 PARIS
55,Mosquée Turque,35 Passage cité Industrielle - 75011 PARIS
56,Mosquée Ayoub El-Ançari,Rue Godefroy Cavaignac - 75011 PARIS
57,Salle de prière La Bastille foyer Sonacotra,61 Rue de Charonne - 75011 PARIS
58,Union Turco-Islamique des Affaires Théologiques,17 Place de la Nation - 75011 PARIS
59, Mosquée El Fatih 23 Union Islamique,Rue Fobourg Saint Denis - 75010 PARIS
60,Mosquée Kurde,5 Rue de la Fidélité - 75010 PARIS
61,Mosquée de Paris,Rue Georges Desplas - 75005 PARIS
0,Mosquée de Nemours,"50, rue des Guichettes - 77140 NEMOURS"
1,Mosquée de Moissy Cramayel,Rue de Noisement - 77550 MOISSY CRAMAYEL
2,Union des Musulmans de Torcy,26 Avenue de Lingenfeld - 77200 TORCY
3,Mosquée du Mée sur Seine UMM,438 Rue Des Lacs - 77350 LE MÉE-SUR-SEINE
4,Mosquée de Savigny-le-Temple,14 Rue Elsa Triolet - 77176 SAVIGNY-LE-TEMPLE
5,Mosquée,"30, Rue Pierre et Marie CURIE - 77380 COMBS LA VILLE"
6,Mosquée de MITRY-MORY,20 Rue De Juilly - 77290 MITRY-MORY
7,Mosquée ARRAHMA,117 Rue de Pré Saint Martin - 77340 PONTAULT COMBAULT
8,Salle de priere,8 Place de l'hotel de ville - 77430 CHAMPAGNE SUR SEINE
9,Mosquée Amicale des musulmans de Lieusaint ,35 Rue de Paris - 77127 LIEUSAINT
10,Mosquée Er-Rahma,"3, rue Rabelais - 77120 COULOMMIERS"
11,Mosquée de Lagny-sur-Marine,32 avenue du Général Leclerc - 77400 LAGNY SUR MARINE
12,Mosquée Abou Bakr Abou Bakr Essadik,"101, Chemin de la Guette - 77500 CHELLES"
13,Mosquée Othman Ibn' Affan,"1, rue de l'industrie - 77270 VILLEPARISIS"
14,Mosquée de Vulaine,20 avenue du président Paul Séramy - 77870 VULAINES SUR SEINE
15,Mosquée Rahma,2 allée des Champs - 77000 MELUN
16,Association Culturelle des musulmans de Provins,40 route de Bray - 77160 PROVINS
17,Mosquée De Savigny,"12, avenue des Régalles - 77176 SAVIGNY LE TEMPLE"
18,Mosquée De Champs Sur Marne,Rue Albert Schweitzer - 77420 CHAMPS SUR MARNE
19,Mosquée de Lognes,87 boulevard du segrais - 77185 LOGNES
20,Mosquée Al Badr ,1 Rue Sébastien Brossard - 77100 MEAUX
21,Mosquée de Noisel,Rue Marcelin-Berthelot  - 77186  NOISIEL
22,Mosquée Deme,13 avenue auguste renoir - 77680 ROISSY-EN-BRIE
23,Mosquée De Moissy,8 rue Pierre et Marie Curie - 77380 MOISSY CRAMAYEL
24,Mosquée As-salam,468 Avenue du Colonel Fabien - 77190 DAMMARIE LES LYS
25,Salle de priere de Brie Comte Robert,"3, Rue des Ecoles - 77170 BRIE COMTE ROBERT"
26,Mosquée ASSAKINA,"35, rue de Torcy - 77360 VAIRES SUR MARNE"
27,Association CulturelleMasjid-EL-Houda,1 allée de Tramontagne - 77176 SAVIGNY LE TEMPLE
28,Mosquée De Provins,"1, rue du Pré Botin - 77160 PROVINS"
29,Mosquée,"139, avenue de la République - 77340 PONTAULT-COMBAULT"
30,Mosquée,"10, rue Berthelot - 77330 OZOIR LA FERRIERE"
31,Mosquée De Nangis,Chemin de la Tannerie - 77370 NANGIS
32,Mosquée,"4, route de Melun - 77720 MORMANT"
33,Mosquée,"12, ancien Centre de Loisirs - 77130 MONTEREAU FAULT YONNE"
34,Mosquée de Montereau,Avenue du Lycée - 77130 MONTEREAU FAULT YONNE
35,Mosquée De Montereau,"3, rue Edmond Rostand - 77130 MONTEREAU FAULT YONNE"
36,Fédération CulturelleDe Melun,"12, Square Prosper Mérimer - 77000 MELUN"
37,Mosquée,"3 / 5, rue Robert Schumann - 77000 MELUN"
38,Mosquée,"17, rue du parc de Condé - 77166 GRISY SUISNES"
