"","X","Address","lon","lat","AddressTrimmed"
"5985",93,"Bessi, Languedoc-Roussillon Midi-Pyrénées, 31660  ",3.2583626,43.5912356,"Bessi, Languedoc-Roussillon Midi-Pyrénées, 31660  "
"5986",95,"Paris, Île-de-France, 75013  ",2.359204,48.830759,"Paris, Île-de-France, 75013  "
"5987",97,"Saint Jean De Vedas, Languedoc-Roussillon Midi-Pyrénées, 34430  ",3.8363092,43.5682827,"Saint Jean De Vedas, Languedoc-Roussillon Midi-Pyrénées, 34430  "
"5988",99,"Roquevaire, 13360  ",5.6142558,43.3365715,"Roquevaire, 13360  "
"5989",101,"Meyzieu, Auvergne-Rhône-Alpes, 69330  ",5.003658,45.766821,"Meyzieu, Auvergne-Rhône-Alpes, 69330  "
"5990",103,"Saint Jean De Losne, Bourgogne Franche-Comté, 21170 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",5.262806,47.102266,"Saint Jean De Losne, Bourgogne Franche-Comté, 21170 "
"5991",5,"Albens, Auvergne-Rhône-Alpes, 73410  ",5.943959,45.785606,"Albens, Auvergne-Rhône-Alpes, 73410  "
"5992",7,"Bourges, Centre-Val de Loire, 18000  ",2.4039338,47.0818269,"Bourges, Centre-Val de Loire, 18000  "
"5993",9,"Labessonnie, Languedoc-Roussillon Midi-Pyrénées, 81360  ",2.326184,43.720344,"Labessonnie, Languedoc-Roussillon Midi-Pyrénées, 81360  "
"5994",11,"Martigues, 13500  ",5.0702794,43.3812134,"Martigues, 13500  "
"5995",13,"la Ciotat, 13600  ",5.605155,43.173653,"la Ciotat, 13600  "
"5996",15,"Gemenos, 13420  ",5.6352801,43.2970178,"Gemenos, 13420  "
"5997",17,"Boissey le Chatel, Normandy, 27520  ",0.783212,49.271211,"Boissey le Chatel, Normandy, 27520  "
"5998",19,"Ubaye,   ",7.2074318,44.421967,"Ubaye,   "
"5999",21,"Seyne Les Alpes,   ",6.354495,44.350285,"Seyne Les Alpes,   "
"6000",23,"Verdon,   ",6.3788372,43.7613593,"Verdon,   "
"6001",25,"Oraison, 4270  ",5.921487,43.914706,"Oraison, 4270  "
"6002",27,"Seyne Les Alpes,   ",6.354495,44.350285,"Seyne Les Alpes,   "
"6003",29,"Chennevieres sur Marne, Île-de-France, 94430  ",2.5393023,48.7992707,"Chennevieres sur Marne, Île-de-France, 94430  "
"6004",31,"Cachan, Île-de-France, 94230  ",2.333472,48.7910381,"Cachan, Île-de-France, 94230  "
"6005",33,"Creances, Normandie, 50710  ",-1.5722325,49.2025401,"Creances, Normandie, 50710  "
"6006",35,"Ambert, Auvergne-Rhône-Alpes, 63600  ",3.739308,45.549532,"Ambert, Auvergne-Rhône-Alpes, 63600  "
"6007",37,"Gerzat, Auvergne-Rhône-Alpes, 63360  ",3.143508,45.8243889,"Gerzat, Auvergne-Rhône-Alpes, 63360  "
"6008",39,"Saint Jean Trolimon, Bretagne, 29120  ",-4.280521,47.864871,"Saint Jean Trolimon, Bretagne, 29120  "
"6009",41,"Saint Jean Du Doigt, Brittany, 29630  ",-3.772983,48.694525,"Saint Jean Du Doigt, Brittany, 29630  "
"6010",43,"Brest, Brittany, 29200  ",-4.492127,48.4012202,"Brest, Brittany, 29200  "
"6011",45,"Bourganeuf, Aquitaine-Limousin-Poitou-Charentes, 23400  ",1.756199,45.954005,"Bourganeuf, Aquitaine-Limousin-Poitou-Charentes, 23400  "
"6012",47,"Saint Laurent Du Pont, Auvergne-Rhône-Alpes, 38380  ",5.734248,45.38791,"Saint Laurent Du Pont, Auvergne-Rhône-Alpes, 38380  "
"6013",49,"Anzin, Nord-Pas-de-Calais-Picardie, 59410  ",3.511127,50.375949,"Anzin, Nord-Pas-de-Calais-Picardie, 59410  "
"6014",51,"Bourges, Centre-Val de Loire, 18000  ",2.4039338,47.0818269,"Bourges, Centre-Val de Loire, 18000  "
"6015",53,"Chateauroux, Centre-Val de Loire, 36000  ",1.6926546,46.8031198,"Chateauroux, Centre-Val de Loire, 36000  "
"6016",55,"Lacanau De Mios, Aquitaine-Limousin-Poitou-Charentes, 33380  ",-0.852301,44.655131,"Lacanau De Mios, Aquitaine-Limousin-Poitou-Charentes, 33380  "
"6017",57,"Asques, Aquitaine-Limousin-Poitou-Charentes, 33240  ",-0.413514,44.952291,"Asques, Aquitaine-Limousin-Poitou-Charentes, 33240  "
"6018",59,"La Brede, Aquitaine-Limousin-Poitou-Charentes, 33650  ",-0.527753,44.68148,"La Brede, Aquitaine-Limousin-Poitou-Charentes, 33650  "
"6019",61,"Canejan, Aquitaine-Limousin-Poitou-Charentes, 33610  ",-0.6520508,44.7623239,"Canejan, Aquitaine-Limousin-Poitou-Charentes, 33610  "
"6020",63,"Gornac, Aquitaine-Limousin-Poitou-Charentes, 33540  ",-0.181451,44.662149,"Gornac, Aquitaine-Limousin-Poitou-Charentes, 33540  "
"6021",65,"Laroque, Aquitaine-Limousin-Poitou-Charentes, 33410  ",-0.303894,44.659486,"Laroque, Aquitaine-Limousin-Poitou-Charentes, 33410  "
"6022",67,"Monprimblanc, Aquitaine-Limousin-Poitou-Charentes, 33410  ",-0.2549631,44.632231,"Monprimblanc, Aquitaine-Limousin-Poitou-Charentes, 33410  "
"6023",69,"Roquebrune, Aquitaine-Limousin-Poitou-Charentes, 33580  ",0.021673,44.630059,"Roquebrune, Aquitaine-Limousin-Poitou-Charentes, 33580  "
"6024",71,"Origne, Bourgogne Franche-Comté, 33113  ",-0.50255,44.492509,"Origne, Bourgogne Franche-Comté, 33113  "
"6025",73,"Le Tuzan, Aquitaine-Limousin-Poitou-Charentes, 33125  ",-0.576348,44.449028,"Le Tuzan, Aquitaine-Limousin-Poitou-Charentes, 33125  "
"6026",75,"Noaillac, Languedoc-Roussillon Midi-Pyrénées, 33190  ",2.352321,43.574123,"Noaillac, Languedoc-Roussillon Midi-Pyrénées, 33190  "
"6027",77,"Mongauzy, Aquitaine-Limousin-Poitou-Charentes, 33190  ",0.032722,44.567193,"Mongauzy, Aquitaine-Limousin-Poitou-Charentes, 33190  "
"6028",79,"Cudos, Aquitaine-Limousin-Poitou-Charentes, 33430  ",-0.219728,44.387271,"Cudos, Aquitaine-Limousin-Poitou-Charentes, 33430  "
"6029",81,"Landerrouat, Aquitaine-Limousin-Poitou-Charentes, 33790  ",0.158978,44.741569,"Landerrouat, Aquitaine-Limousin-Poitou-Charentes, 33790  "
"6030",83,"La Roquille, Aquitaine-Limousin-Poitou-Charentes, 33220  ",0.231668,44.791621,"La Roquille, Aquitaine-Limousin-Poitou-Charentes, 33220  "
"6031",85,"Juillac, Aquitaine-Limousin-Poitou-Charentes, 33890  ",0.0403009,44.810622,"Juillac, Aquitaine-Limousin-Poitou-Charentes, 33890  "
"6032",87,"Pomerol, Aquitaine-Limousin-Poitou-Charentes, 33500  ",-0.2010233,44.9298292,"Pomerol, Aquitaine-Limousin-Poitou-Charentes, 33500  "
"6033",89,"Lalande De Pomerol, Aquitaine-Limousin-Poitou-Charentes, 33500  ",-0.210858,44.955821,"Lalande De Pomerol, Aquitaine-Limousin-Poitou-Charentes, 33500  "
"6034",91,"Coutras, Aquitaine-Limousin-Poitou-Charentes, 33230  ",-0.129361,45.04067,"Coutras, Aquitaine-Limousin-Poitou-Charentes, 33230  "
"6035",93,"Vayres, Aquitaine-Limousin-Poitou-Charentes, 33870  ",-0.319015,44.8964799,"Vayres, Aquitaine-Limousin-Poitou-Charentes, 33870  "
"6036",95,"Saint Jean De Blaignac, Aquitaine-Limousin-Poitou-Charentes, 33420  ",-0.140818,44.812851,"Saint Jean De Blaignac, Aquitaine-Limousin-Poitou-Charentes, 33420  "
"6037",97,"Besancon, Bourgogne-Franche-Comté, 25000  ",6.0282445,47.2711117,"Besancon, Bourgogne-Franche-Comté, 25000  "
"6038",99,"Osses, Aquitaine-Limousin-Poitou-Charentes, 64780  ",-1.284165,43.241629,"Osses, Aquitaine-Limousin-Poitou-Charentes, 64780  "
"6039",101,"Avignon, 84000  ",4.8209596,43.9470042,"Avignon, 84000  "
"6040",103,"Brain su L' Authion, 49800 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",-0.242654,47.421056,"Brain su L' Authion, 49800 "
"6041",5,"Angers, Pays de la Loire, 49100  ",-0.5478767,47.491878,"Angers, Pays de la Loire, 49100  "
"6042",7,"Maulevrier, Pays de la Loire, 49360  ",-0.74536,47.007911,"Maulevrier, Pays de la Loire, 49360  "
"6043",9,"Ajaccio, Corsica, 20000  ",8.6710603,41.9184889,"Ajaccio, Corsica, 20000  "
"6044",11,"Martigues, 13500  ",5.0702794,43.3812134,"Martigues, 13500  "
"6045",13,"Sauvagnas, Aquitaine-Limousin-Poitou-Charentes, 47340  ",0.739476,44.249459,"Sauvagnas, Aquitaine-Limousin-Poitou-Charentes, 47340  "
"6046",15,"Ambert, Auvergne-Rhône-Alpes, 63600  ",3.739308,45.549532,"Ambert, Auvergne-Rhône-Alpes, 63600  "
"6047",17,"Aix En Provence, 13100  ",5.509247,43.5338335,"Aix En Provence, 13100  "
"6048",19,"Lascours, Languedoc-Roussillon Midi-Pyrénées, 13360  ",3.2583626,43.5912356,"Lascours, Languedoc-Roussillon Midi-Pyrénées, 13360  "
"6049",21,"Toulon Sur Arroux, Bourgogne Franche-Comté, 71320  ",4.139689,46.693292,"Toulon Sur Arroux, Bourgogne Franche-Comté, 71320  "
"6050",23,"Mulhouse, Alsace-Champagne-Ardenne-Lorraine, 68100  ",7.3456857,47.7413496,"Mulhouse, Alsace-Champagne-Ardenne-Lorraine, 68100  "
"6051",25,"Koenigshoffen, Alsace-Champagne-Ardenne-Lorraine, France  ",7.7102551,48.5786641,"Koenigshoffen, Alsace-Champagne-Ardenne-Lorraine, France  "
"6052",27,"Le Mesnil Esnard, Normandie, 76240  ",1.1464319,49.412267,"Le Mesnil Esnard, Normandie, 76240  "
"6053",29,"Paris, Île-de-France, 75020  ",2.4066412,48.8599825,"Paris, Île-de-France, 75020  "
"6054",31,"Orleans, Centre-Val de Loire, 45000  ",1.9157977,47.9108329,"Orleans, Centre-Val de Loire, 45000  "
"6055",33,"Nantes, Pays de la Loire, 44300  ",-1.5439361,47.2482829,"Nantes, Pays de la Loire, 44300  "
"6056",35,"Nancy, Alsace-Champagne-Ardenne-Lorraine, 54 000  ",6.1870979,48.692606,"Nancy, Alsace-Champagne-Ardenne-Lorraine, 54 000  "
"6057",37,"Nancy, Alsace-Champagne-Ardenne-Lorraine, 54000  ",6.1737197,48.6896459,"Nancy, Alsace-Champagne-Ardenne-Lorraine, 54000  "
"6058",39,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, 34000  ",3.9011747,43.6047275,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, 34000  "
"6059",41,"Meaux Beauval, Île-de-France, 77000  ",2.8884657,48.9562018,"Meaux Beauval, Île-de-France, 77000  "
"6060",43,"Quelaines, Pays de la Loire, 53360  ",-0.803783,47.923069,"Quelaines, Pays de la Loire, 53360  "
"6061",45,"Strasbourg Koenigshoffen, Alsace-Champagne-Ardenne-Lorraine, 67200  ",7.7102551,48.5786641,"Strasbourg Koenigshoffen, Alsace-Champagne-Ardenne-Lorraine, 67200  "
"6062",47,"Paris, Île-de-France, 75020  ",2.4066412,48.8599825,"Paris, Île-de-France, 75020  "
"6063",49,"Marseille, 13009  ",5.4347448,43.2465461,"Marseille, 13009  "
"6064",51,"dijon, Bourgogne Franche-Comté, 21000  ",5.0306872,47.3237252,"dijon, Bourgogne Franche-Comté, 21000  "
"6065",53,"Toulon, 83000  ",5.9488975,43.1146883,"Toulon, 83000  "
"6066",55,"Igny, Île-de-France, 91430  ",2.2228629,48.73753,"Igny, Île-de-France, 91430  "
"6067",57,"Dijon, Bourgogne Franche-Comté, 21000  ",5.0306872,47.3237252,"Dijon, Bourgogne Franche-Comté, 21000  "
"6068",59,"Le Quesnoy, Nord-Pas-de-Calais Picardie, 59530  ",3.636668,50.247321,"Le Quesnoy, Nord-Pas-de-Calais Picardie, 59530  "
"6069",61,"Somain, Nord-Pas-de-Calais Picardie, 59490  ",3.2672578,50.3591978,"Somain, Nord-Pas-de-Calais Picardie, 59490  "
"6070",63,"Bons En Chablais, Auvergne-Rhône-Alpes, 74890  ",6.37031,46.264451,"Bons En Chablais, Auvergne-Rhône-Alpes, 74890  "
"6071",65,"Le Quesnoy, Nord-Pas-de-Calais Picardie, 59530  ",3.636668,50.247321,"Le Quesnoy, Nord-Pas-de-Calais Picardie, 59530  "
"6072",67,"Somain, Nord-Pas-de-Calais Picardie, 59490  ",3.2672578,50.3591978,"Somain, Nord-Pas-de-Calais Picardie, 59490  "
"6073",69,"Montville, Normandie, 76710  ",1.0764339,49.5466366,"Montville, Normandie, 76710  "
"6074",71,"Mesnil Esnard, Normandie, France  ",1.1464319,49.412267,"Mesnil Esnard, Normandie, France  "
"6075",73,"Le Tignet, 6530  ",6.846153,43.639995,"Le Tignet, 6530  "
"6076",75,"Gemenos, 13420  ",5.6352801,43.2970178,"Gemenos, 13420  "
"6077",77,"Saint Lo, Normandie, 50000  ",-1.0828136,49.1154686,"Saint Lo, Normandie, 50000  "
"6078",79,"Saint Sauveur Lendelin, Normandie, 50490  ",-1.411591,49.130533,"Saint Sauveur Lendelin, Normandie, 50490  "
"6079",81,"Drancy, Île-de-France, 93700  ",2.4429597,48.9221928,"Drancy, Île-de-France, 93700  "
"6080",83,"Saint Malo, Bretagne, 35400  ",-1.9815769,48.6319149,"Saint Malo, Bretagne, 35400  "
"6081",85,"Chatellerault, Aquitaine-Limousin-Poitou-Charentes, 86100  ",0.548146,46.816487,"Chatellerault, Aquitaine-Limousin-Poitou-Charentes, 86100  "
"6082",87,"Saint Sebastien Sur Loir, Pays de la Loire, 44 230  ",-1.5018762,47.1995473,"Saint Sebastien Sur Loir, Pays de la Loire, 44 230  "
"6083",89,"Wassy, Alsace-Champagne-Ardenne-Lorraine, 52130  ",4.948753,48.499508,"Wassy, Alsace-Champagne-Ardenne-Lorraine, 52130  "
"6084",91,"Boullay Les Troux, Île-de-France, 91470  ",2.046128,48.676402,"Boullay Les Troux, Île-de-France, 91470  "
"6085",93,"boisseron, Languedoc-Roussillon-Midi-Pyrénées, 34160  ",4.083055,43.76017,"boisseron, Languedoc-Roussillon-Midi-Pyrénées, 34160  "
"6086",95,"Montdidier, Nord-Pas-de-Calais Picardie, 80500  ",2.566932,49.647007,"Montdidier, Nord-Pas-de-Calais Picardie, 80500  "
"6087",97,"Amberieu En Bugey, Auvergne-Rhône-Alpes, 1500  ",5.359556,45.958436,"Amberieu En Bugey, Auvergne-Rhône-Alpes, 1500  "
"6088",99,"Beauvais, Nord-Pas-de-Calais-Picardie, 60000  ",2.0807123,49.4295387,"Beauvais, Nord-Pas-de-Calais-Picardie, 60000  "
"6089",101,"Minimes, Languedoc-Roussillon Midi-Pyrénées, 31000  ",1.444205,43.6046256,"Minimes, Languedoc-Roussillon Midi-Pyrénées, 31000  "
"6090",103,"Arinthod, Bourgogne-Franche-Comté, 39240 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",5.565486,46.394543,"Arinthod, Bourgogne-Franche-Comté, 39240 "
"6091",5,"Rennes, Bretagne, 35700  ",-1.648998,48.1330952,"Rennes, Bretagne, 35700  "
"6092",7,"Rueil Malmaison, Île-de-France, 92500  ",2.17693,48.882767,"Rueil Malmaison, Île-de-France, 92500  "
"6093",9,"Izards Trois Cocus,   ",1.4441101,43.6380277,"Izards Trois Cocus,   "
"6094",11,"Rillieux la Pape, Auvergne-Rhône-Alpes, 69140  ",4.8986782,45.8229565,"Rillieux la Pape, Auvergne-Rhône-Alpes, 69140  "
"6095",13,"Pessac, Aquitaine-Limousin-Poitou-Charentes, 33600  ",-0.6488505,44.8019097,"Pessac, Aquitaine-Limousin-Poitou-Charentes, 33600  "
"6096",15,"Aix En Provence, 13100  ",5.509247,43.5338335,"Aix En Provence, 13100  "
"6097",17,"Meudon, Île-de-France, 92190  ",2.2343975,48.8131145,"Meudon, Île-de-France, 92190  "
"6098",19,"Bordeaux, Aquitaine-Limousin-Poitou-Charentes, 33000  ",-0.587269,44.8350088,"Bordeaux, Aquitaine-Limousin-Poitou-Charentes, 33000  "
"6099",21,"Arcachon, Aquitaine-Limousin-Poitou-Charentes, 33120  ",-1.1785016,44.652297,"Arcachon, Aquitaine-Limousin-Poitou-Charentes, 33120  "
"6100",23,"Thonon les Bains, Auvergne-Rhône-Alpes, 74200  ",6.477635,46.373565,"Thonon les Bains, Auvergne-Rhône-Alpes, 74200  "
"6101",25,"Paris, Île-de-France, 75013  ",2.359204,48.830759,"Paris, Île-de-France, 75013  "
"6102",27,"Le Passage, Aquitaine-Limousin-Poitou-Charentes, 47520  ",0.602179,44.200867,"Le Passage, Aquitaine-Limousin-Poitou-Charentes, 47520  "
"6103",29,"Saint John D'Illac, 33127  ",-0.782209,44.811257,"Saint John D'Illac, 33127  "
"6104",31,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, 34000  ",3.9011747,43.6047275,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, 34000  "
"6105",33,"Aix En Provence, 13100  ",5.509247,43.5338335,"Aix En Provence, 13100  "
"6106",35,"Aix En Provence, 13100  ",5.509247,43.5338335,"Aix En Provence, 13100  "
"6107",37,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  ",0.340375,46.580224,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
"6108",39,"Gerzat, Auvergne-Rhône-Alpes, 63360  ",3.143508,45.8243889,"Gerzat, Auvergne-Rhône-Alpes, 63360  "
"6109",41,"Mantes La Jolie, Île-de-France, 78200  ",1.7133886,48.9951898,"Mantes La Jolie, Île-de-France, 78200  "
"6110",43,"Carrieres Sur Seine, Île-de-France, 78420  ",2.1776585,48.912375,"Carrieres Sur Seine, Île-de-France, 78420  "
"6111",45,"Buc, Île-de-France, 78530  ",2.1308497,48.774842,"Buc, Île-de-France, 78530  "
"6112",47,"Dieue, 55320  ",5.420754,49.069738,"Dieue, 55320  "
"6113",49,"Valence, Auvergne-Rhône-Alpes, 26000  ",4.9087118,44.92272,"Valence, Auvergne-Rhône-Alpes, 26000  "
"6114",51,"Montresor, Centre-Val de Loire, 37460  ",1.199237,47.155031,"Montresor, Centre-Val de Loire, 37460  "
"6115",53,"Langeais, Centre-Val de Loire, 37130  ",0.406217,47.324847,"Langeais, Centre-Val de Loire, 37130  "
"6116",55,"Minimes, Languedoc-Roussillon Midi-Pyrénées, 31000  ",1.444205,43.6046256,"Minimes, Languedoc-Roussillon Midi-Pyrénées, 31000  "
"6117",57,"Lingosheim, 67380  ",7.6846006,48.5582881,"Lingosheim, 67380  "
"6118",59,"Traubach Le Haut, 68210  ",7.092176,47.668774,"Traubach Le Haut, 68210  "
"6119",61,"Charny, Bourgogne Franche-Comté, France  ",4.428043,47.336816,"Charny, Bourgogne Franche-Comté, France  "
"6120",63,"La Ferte Mace, Normandie, 61600  ",-0.356027,48.589377,"La Ferte Mace, Normandie, 61600  "
"6121",65,"Darnieulles, Alsace-Champagne-Ardenne-Lorraine, 88390  ",6.349128,48.199109,"Darnieulles, Alsace-Champagne-Ardenne-Lorraine, 88390  "
"6122",67,"Vicherey, Alsace-Champagne-Ardenne-Lorraine, 88170  ",5.936225,48.382592,"Vicherey, Alsace-Champagne-Ardenne-Lorraine, 88170  "
"6123",69,"Noisy Le Sec, 93130  ",2.4572494,48.8916544,"Noisy Le Sec, 93130  "
"6124",71,"Etables Sur Mer, Bretagne, 22680  ",-2.8359229,48.6291328,"Etables Sur Mer, Bretagne, 22680  "
"6125",73,"Hillion, Brittany, 22120  ",-2.668645,48.513879,"Hillion, Brittany, 22120  "
"6126",75,"Lamballe, Bretagne, 22404  ",-2.517322,48.468637,"Lamballe, Bretagne, 22404  "
"6127",77,"Rouen, Normandie, 76100  ",1.0775888,49.4339688,"Rouen, Normandie, 76100  "
"6128",79,"Bosc Le Hard, Normandy, 76850  ",1.175077,49.627077,"Bosc Le Hard, Normandy, 76850  "
"6129",81,"Rieupeyroux, Languedoc-Roussillon Midi-Pyrénées, 12240  ",2.236322,44.306225,"Rieupeyroux, Languedoc-Roussillon Midi-Pyrénées, 12240  "
"6130",85,"Reims, Alsace-Champagne-Ardenne-Lorraine, 51100  ",4.0346212,49.2442751,"Reims, Alsace-Champagne-Ardenne-Lorraine, 51100  "
"6131",87,"Pierrelaye, 95480  ",2.154719,49.0227067,"Pierrelaye, 95480  "
"6132",89,"Chatellerault, Aquitaine-Limousin-Poitou-Charentes, 86100  ",0.548146,46.816487,"Chatellerault, Aquitaine-Limousin-Poitou-Charentes, 86100  "
"6133",91,"Niort, Aquitaine-Limousin-Poitou-Charentes, 79000  ",-0.464777,46.323716,"Niort, Aquitaine-Limousin-Poitou-Charentes, 79000  "
"6134",93,"Riberac, Aquitaine-Limousin-Poitou-Charentes, 24600  ",0.337651,45.246394,"Riberac, Aquitaine-Limousin-Poitou-Charentes, 24600  "
"6135",95,"Nontron, Aquitaine-Limousin-Poitou-Charentes, 24300  ",0.662239,45.530402,"Nontron, Aquitaine-Limousin-Poitou-Charentes, 24300  "
"6136",97,"Saint Jan Le Blanc, Centre-Val de Loire, 45650  ",1.925239,47.8908888,"Saint Jan Le Blanc, Centre-Val de Loire, 45650  "
"6137",99,"Nice, 6000  ",7.2655896,43.6960355,"Nice, 6000  "
"6138",101,"Nantes, Pays de la Loire, 44300  ",-1.5439361,47.2482829,"Nantes, Pays de la Loire, 44300  "
"6139",103,"Pornic, Pays de la Loire, 44 210 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",-2.104444,47.115491,"Pornic, Pays de la Loire, 44 210 "
"6140",5,"Le Plessis Robinson, Île-de-France, 92350  ",2.266257,48.780426,"Le Plessis Robinson, Île-de-France, 92350  "
"6141",7,"Sceaux, Île-de-France, 92330  ",2.2956801,48.7741979,"Sceaux, Île-de-France, 92330  "
"6142",9,"Neuilly Sur Seine, 92200  ",2.2653713,48.8854993,"Neuilly Sur Seine, 92200  "
"6143",11,"Blainville sur l'Eau, 54 360  ",6.405988,48.555828,"Blainville sur l'Eau, 54 360  "
"6144",13,"Castelnau le Lez, Languedoc-Roussillon-Midi-Pyrénées, 34170  ",3.9164585,43.6377577,"Castelnau le Lez, Languedoc-Roussillon-Midi-Pyrénées, 34170  "
"6145",15,"Nemours, Île-de-France, 77140  ",2.692611,48.267043,"Nemours, Île-de-France, 77140  "
"6146",17,"Marseille, 13006  ",5.3808683,43.2875818,"Marseille, 13006  "
"6147",19,"Les Epesses, Pays de la Loire, 85590  ",-0.899612,46.884536,"Les Epesses, Pays de la Loire, 85590  "
"6148",21,"Prierre Buffiere, Aquitaine-Limousin-Poitou-Charentes, 87260  ",1.35807,45.695309,"Prierre Buffiere, Aquitaine-Limousin-Poitou-Charentes, 87260  "
"6149",23,"Roubaix, Nord-Pas-de-Calais Picardie, 59100  ",3.1845673,50.6930818,"Roubaix, Nord-Pas-de-Calais Picardie, 59100  "
"6150",25,"Dunkerque, Nord-Pas-de-Calais-Picardie, 59140  ",2.3579275,51.0460018,"Dunkerque, Nord-Pas-de-Calais-Picardie, 59140  "
"6151",27,"Chateau Gontier, Pays de la Loire, 53200  ",-0.7069,47.8267669,"Chateau Gontier, Pays de la Loire, 53200  "
"6152",29,"Montresor, Centre-Val de Loire, 37460  ",1.199237,47.155031,"Montresor, Centre-Val de Loire, 37460  "
"6153",31,"Braye Sous Faye, Centre-Val de Loire, 37120  ",0.3430599,46.990958,"Braye Sous Faye, Centre-Val de Loire, 37120  "
"6154",33,"Langeais, Centre-Val de Loire, 37130  ",0.406217,47.324847,"Langeais, Centre-Val de Loire, 37130  "
"6155",35,"Sept Deniers, Languedoc-Roussillon Midi-Pyrénées, France  ",1.3994845,43.5872206,"Sept Deniers, Languedoc-Roussillon Midi-Pyrénées, France  "
"6156",37,"Soultzbach Les Bains, 68230  ",7.202845,48.036682,"Soultzbach Les Bains, 68230  "
"6157",39,"Strasbourg, Alsace-Champagne-Ardenne-Lorraine, 67000  ",7.7835217,48.6019858,"Strasbourg, Alsace-Champagne-Ardenne-Lorraine, 67000  "
"6158",41,"Saverne, Alsace-Champagne-Ardenne-Lorraine, 67700  ",7.361647,48.741963,"Saverne, Alsace-Champagne-Ardenne-Lorraine, 67700  "
"6159",43,"Geispitzen, Alsace-Champagne-Ardenne-Lorraine, 68510  ",7.420646,47.667296,"Geispitzen, Alsace-Champagne-Ardenne-Lorraine, 68510  "
"6160",45,"Illzach, Alsace-Champagne-Ardenne-Lorraine, 68110  ",7.353268,47.7706068,"Illzach, Alsace-Champagne-Ardenne-Lorraine, 68110  "
"6161",47,"Forges Les Eaux, Normandie, 76440  ",1.545886,49.613311,"Forges Les Eaux, Normandie, 76440  "
"6162",49,"Haraucourt, Alsace-Champagne-Ardenne-Lorraine, 8450  ",4.959388,49.622541,"Haraucourt, Alsace-Champagne-Ardenne-Lorraine, 8450  "
"6163",51,"Reims, Alsace-Champagne-Ardenne-Lorraine, 51100  ",4.0346212,49.2442751,"Reims, Alsace-Champagne-Ardenne-Lorraine, 51100  "
"6164",53,"Paris, Île-de-France, 75015  ",2.2927665,48.8421616,"Paris, Île-de-France, 75015  "
"6165",55,"Paris, Île-de-France, 75015  ",2.2927665,48.8421616,"Paris, Île-de-France, 75015  "
"6166",57,"Paris, Île-de-France, 75019  ",2.3867083,48.8906136,"Paris, Île-de-France, 75019  "
"6167",59,"Montbazin, Languedoc-Roussillon Midi-Pyrénées, 34 770  ",3.694195,43.516132,"Montbazin, Languedoc-Roussillon Midi-Pyrénées, 34 770  "
"6168",61,"Roquefort, 13830  ",5.623531,43.2517489,"Roquefort, 13830  "
"6169",63,"Saint Amand Les Eaux, Nord-Pas-de-Calais Picardie, 59230  ",3.428713,50.448979,"Saint Amand Les Eaux, Nord-Pas-de-Calais Picardie, 59230  "
"6170",65,"Soulac Sur Mer, 33590  ",-1.123258,45.515125,"Soulac Sur Mer, 33590  "
"6171",67,"Givrand, Pays de la Loire, France  ",-1.883768,46.671262,"Givrand, Pays de la Loire, France  "
"6172",69,"Aix En Provence, 13100  ",5.509247,43.5338335,"Aix En Provence, 13100  "
"6173",71,"Chaumont, Alsace-Champagne-Ardenne-Lorraine, 52000  ",5.1392559,48.113748,"Chaumont, Alsace-Champagne-Ardenne-Lorraine, 52000  "
"6174",73,"Villeneuve les Salines, Île-de-France, 17440  ",-1.125067,46.151637,"Villeneuve les Salines, Île-de-France, 17440  "
"6175",75,"Les Arcs, 83460  ",6.4797829,43.4552462,"Les Arcs, 83460  "
"6176",77,"Fayence, 83 440  ",6.694103,43.624076,"Fayence, 83 440  "
"6177",79,"Vidauban, 83550  ",6.4396888,43.4084441,"Vidauban, 83550  "
"6178",81,"Saint Jean De Beauregard, Île-de-France, 91940  ",2.1634902,48.6611529,"Saint Jean De Beauregard, Île-de-France, 91940  "
"6179",83,"Morsang Sur Orge, Île-de-France, 91390  ",2.3532273,48.6575372,"Morsang Sur Orge, Île-de-France, 91390  "
"6180",85,"Mauchamps, Île-de-France, 91730  ",2.197565,48.528751,"Mauchamps, Île-de-France, 91730  "
"6181",87,"Leuville Sur Orge, Île-de-France, 91310  ",2.263801,48.616053,"Leuville Sur Orge, Île-de-France, 91310  "
"6182",89,"Chauffour Les Etrechy, Île-de-France, 91580  ",2.168702,48.50355,"Chauffour Les Etrechy, Île-de-France, 91580  "
