"","X","Address","lon","lat","AddressTrimmed"
"1",5,"Herimoncourt, Bourgogne Franche-Comté, 25310  ",6.882167,47.441944,"Herimoncourt, Bourgogne Franche-Comté, 25310  "
"2",7,"Belval, Normandy, 62130  ",2.33924,50.4159572,"Belval, Normandy, 62130  "
"3",9,"Bayeux, Normandy, 14400  ",-0.70314,49.276437,"Bayeux, Normandy, 14400  "
"4",11,"Wisques, 62219  ",2.193578,50.7249,"Wisques, 62219  "
"5",13,"Saint Wandrille Rancon, Normandie, 76490  ",0.777029,49.52128,"Saint Wandrille Rancon, Normandie, 76490  "
"6",15,"Cernay, Alsace-Champagne-Ardenne-Lorraine, 68700  ",7.176532,47.807124,"Cernay, Alsace-Champagne-Ardenne-Lorraine, 68700  "
"7",17,"Accolans, Bourgogne-Franche-Comté, 90000  ",6.5323079,47.4944879,"Accolans, Bourgogne-Franche-Comté, 90000  "
"8",19,"Secondigny, Aquitaine-Limousin-Poitou-Charentes, 79130  ",-0.419677,46.610622,"Secondigny, Aquitaine-Limousin-Poitou-Charentes, 79130  "
"9",21,"L'Isle Jourdain, 86150  ",0.688192,46.236319,"L'Isle Jourdain, 86150  "
"10",23,"Champagnac Le Vieux, Auvergne-Rhône-Alpes, 43250  ",3.520306,45.270129,"Champagnac Le Vieux, Auvergne-Rhône-Alpes, 43250  "
"11",25,"Aibre, Bourgogne-Franche-Comté, 90000  ",6.697954,47.550865,"Aibre, Bourgogne-Franche-Comté, 90000  "
"12",27,"Aiffres, Aquitaine-Limousin-Poitou-Charentes, 79230  ",-0.416943,46.286448,"Aiffres, Aquitaine-Limousin-Poitou-Charentes, 79230  "
"13",29,"Aignay Le Duc, Bourgogne-Franche-Comté, 21510  ",4.733169,47.665068,"Aignay Le Duc, Bourgogne-Franche-Comté, 21510  "
"14",31,"La Cr, Languedoc-Roussillon Midi-Pyrénées, 79260  ",3.2583626,43.5912356,"La Cr, Languedoc-Roussillon Midi-Pyrénées, 79260  "
"15",33,"Airvault, Aquitaine-Limousin-Poitou-Charentes, France  ",-0.138802,46.82465,"Airvault, Aquitaine-Limousin-Poitou-Charentes, France  "
"16",35,"Albaret Le Comtal, Languedoc-Roussillon-Midi-Pyrénées, 48200  ",3.127082,44.87435,"Albaret Le Comtal, Languedoc-Roussillon-Midi-Pyrénées, 48200  "
"17",37,"Albaret Sainte Marie, Languedoc-Roussillon-Midi-Pyrénées, 48200  ",3.2515278,44.8708354,"Albaret Sainte Marie, Languedoc-Roussillon-Midi-Pyrénées, 48200  "
"18",39,"Bobigny, Île-de-France, 93000  ",2.422169,48.9100302,"Bobigny, Île-de-France, 93000  "
"19",41,"Rennes, Bretagne, 35000  ",-1.7075198,48.1173421,"Rennes, Bretagne, 35000  "
"20",43,"Nogent Sur Oise, Nord-Pas-de-Calais Picardie, 60180  ",2.4648302,49.2731332,"Nogent Sur Oise, Nord-Pas-de-Calais Picardie, 60180  "
"21",45,"Saint Paulien, Auvergne-Rhône-Alpes, 43350  ",3.813037,45.134706,"Saint Paulien, Auvergne-Rhône-Alpes, 43350  "
"22",47,"Bagnols Les Bains, Languedoc-Roussillon-Midi-Pyrénées, 48190  ",3.666611,44.50441,"Bagnols Les Bains, Languedoc-Roussillon-Midi-Pyrénées, 48190  "
"23",49,"Taillecourt, Bourgogne Franche-Comté, 25400  ",6.851057,47.497031,"Taillecourt, Bourgogne Franche-Comté, 25400  "
"24",51,"La Monastier Sur Gazeille, 43250  ",3.3186624,45.403828,"La Monastier Sur Gazeille, 43250  "
"25",53,"Saint Jean Lachalm, 43250  ",3.719752,44.957298,"Saint Jean Lachalm, 43250  "
"26",55,"Allonnes, Pays de la Loire, 72700  ",0.159363,47.968893,"Allonnes, Pays de la Loire, 72700  "
"27",57,"Langeac, Auvergne-Rhône-Alpes, 43250  ",3.4943488,45.0993555,"Langeac, Auvergne-Rhône-Alpes, 43250  "
"28",59,"Altier, Languedoc-Roussillon-Midi-Pyrénées, 48800  ",3.858628,44.473331,"Altier, Languedoc-Roussillon-Midi-Pyrénées, 48800  "
"29",61,"Alzon, Languedoc-Roussillon-Midi-Pyrénées, 30770  ",3.439497,43.966773,"Alzon, Languedoc-Roussillon-Midi-Pyrénées, 30770  "
"30",63,"Alzons, Languedoc-Roussillon Midi-Pyrénées, 48800  ",3.439497,43.966773,"Alzons, Languedoc-Roussillon Midi-Pyrénées, 48800  "
"31",65,"Parthenay, Aquitaine-Limousin-Poitou-Charentes, 79200  ",-0.251441,46.648825,"Parthenay, Aquitaine-Limousin-Poitou-Charentes, 79200  "
"32",67,"Mirebeau, Aquitaine-Limousin-Poitou-Charentes, 86110  ",0.181821,46.786452,"Mirebeau, Aquitaine-Limousin-Poitou-Charentes, 86110  "
"33",69,"Passavant La Rochere, Bourgogne Franche-Comté, 70210  ",6.03599,47.969504,"Passavant La Rochere, Bourgogne Franche-Comté, 70210  "
"34",71,"Passavant La Rochere, 88000  ",6.03599,47.969504,"Passavant La Rochere, 88000  "
"35",73,"Amne en Champagne, Pays de la Loire, 72540  ",-0.057603,48.040375,"Amne en Champagne, Pays de la Loire, 72540  "
"36",75,"Mauze Sur Le Mignon, Aquitaine-Limousin-Poitou-Charentes, 79210  ",-0.671085,46.197161,"Mauze Sur Le Mignon, Aquitaine-Limousin-Poitou-Charentes, 79210  "
"37",77,"Couhe, Aquitaine-Limousin-Poitou-Charentes, 86700  ",0.181005,46.298842,"Couhe, Aquitaine-Limousin-Poitou-Charentes, 86700  "
"38",79,"Andelnans, Bourgogne-Franche-Comté, 90000  ",6.861126,47.604183,"Andelnans, Bourgogne-Franche-Comté, 90000  "
"39",81,"La Villedieu Du Clain, Aquitaine-Limousin-Poitou-Charentes, 86340  ",0.367687,46.4557829,"La Villedieu Du Clain, Aquitaine-Limousin-Poitou-Charentes, 86340  "
"40",83,"La Roche Posay, Aquitaine-Limousin-Poitou-Charentes, 86270  ",0.812671,46.786474,"La Roche Posay, Aquitaine-Limousin-Poitou-Charentes, 86270  "
"41",85,"Loudun, Aquitaine-Limousin-Poitou-Charentes, 86200  ",0.083183,47.0089674,"Loudun, Aquitaine-Limousin-Poitou-Charentes, 86200  "
"42",87,"Riez, 4500  ",6.093344,43.8173869,"Riez, 4500  "
"43",89,"Esquay Notre Dame, Normandy, 14210  ",-0.472051,49.11334,"Esquay Notre Dame, Normandy, 14210  "
"44",91,"Guines, Nord-Pas-de-Calais Picardie, 62340  ",1.870481,50.868341,"Guines, Nord-Pas-de-Calais Picardie, 62340  "
"45",93,"Meudon, Île-de-France, 92190  ",2.2343975,48.8131145,"Meudon, Île-de-France, 92190  "
"46",95,"Ubaye Et Blanche,   ",6.507275,44.39832,"Ubaye Et Blanche,   "
"47",97,"Rolampont, Alsace-Champagne-Ardenne-Lorraine, 52260  ",5.286168,47.95014,"Rolampont, Alsace-Champagne-Ardenne-Lorraine, 52260  "
"48",99,"Beaurecueil, 13100  ",5.546729,43.5114189,"Beaurecueil, 13100  "
"49",101,"Aureille, 13113  ",4.947103,43.707188,"Aureille, 13113  "
"50",103,"Nice, 6300 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",7.2922646,43.706449,"Nice, 6300 "
"51",5,"Dange Saint Romain, Aquitaine-Limousin-Poitou-Charentes, 86220  ",0.604999,46.938193,"Dange Saint Romain, Aquitaine-Limousin-Poitou-Charentes, 86220  "
"52",7,"Dange Saint Romain, Aquitaine-Limousin-Poitou-Charentes, 86220  ",0.604999,46.938193,"Dange Saint Romain, Aquitaine-Limousin-Poitou-Charentes, 86220  "
"53",9,"Antrenas, Languedoc-Roussillon-Midi-Pyrénées, 48100  ",3.267688,44.580867,"Antrenas, Languedoc-Roussillon-Midi-Pyrénées, 48100  "
"54",11,"Appenans, Bourgogne-Franche-Comté, 90000  ",6.565698,47.443668,"Appenans, Bourgogne-Franche-Comté, 90000  "
"55",13,"Martaize, Aquitaine-Limousin-Poitou-Charentes, 86330  ",0.060126,46.916492,"Martaize, Aquitaine-Limousin-Poitou-Charentes, 86330  "
"56",15,"Mauze Sur Le Mignon, Aquitaine-Limousin-Poitou-Charentes, 79210  ",-0.671085,46.197161,"Mauze Sur Le Mignon, Aquitaine-Limousin-Poitou-Charentes, 79210  "
"57",17,"Aramon, Languedoc-Roussillon-Midi-Pyrénées, 30390  ",4.679413,43.890841,"Aramon, Languedoc-Roussillon-Midi-Pyrénées, 30390  "
"58",19,"Yssingeaux, Auvergne-Rhône-Alpes, 43250  ",3.319488,45.4051509,"Yssingeaux, Auvergne-Rhône-Alpes, 43250  "
"59",21,"Arc Sur Tille, Bourgogne-Franche-Comté, 21560  ",5.188862,47.3475589,"Arc Sur Tille, Bourgogne-Franche-Comté, 21560  "
"60",23,"Aix En Provence,   ",5.447427,43.529742,"Aix En Provence,   "
"61",25,"Albi, Languedoc-Roussillon-Midi-Pyrénées, France  ",2.1486413,43.9250853,"Albi, Languedoc-Roussillon-Midi-Pyrénées, France  "
"62",27,"Auch, Languedoc-Roussillon-Midi-Pyrénées, France  ",2.1450245,43.4636856,"Auch, Languedoc-Roussillon-Midi-Pyrénées, France  "
"63",29,"Avignon,   ",4.805528,43.949317,"Avignon,   "
"64",31,"Besancon, Bourgogne-Franche-Comté, France  ",6.0240539,47.237829,"Besancon, Bourgogne-Franche-Comté, France  "
"65",33,"Bordeaux, Aquitaine-Limousin-Poitou-Charentes, France  ",-0.57918,44.837789,"Bordeaux, Aquitaine-Limousin-Poitou-Charentes, France  "
"66",35,"Bourges, Centre-Val de Loire, France  ",2.398782,47.081012,"Bourges, Centre-Val de Loire, France  "
"67",37,"Cambrai, Nord-Pas-de-Calais-Picardie, France  ",3.236633,50.173538,"Cambrai, Nord-Pas-de-Calais-Picardie, France  "
"68",39,"Chambery, 73100  ",5.9569311,45.7014027,"Chambery, 73100  "
"69",41,"Clermont Ferrand, Auvergne-Rhône-Alpes, France  ",3.087025,45.777222,"Clermont Ferrand, Auvergne-Rhône-Alpes, France  "
"70",43,"Dijon, Bourgogne Franche-Comté, 21000  ",5.0306872,47.3237252,"Dijon, Bourgogne Franche-Comté, 21000  "
"71",45,"Lille, Nord-Pas-de-Calais Picardie, France  ",3.057256,50.62925,"Lille, Nord-Pas-de-Calais Picardie, France  "
"72",47,"Lyon, Auvergne-Rhône-Alpes, France  ",4.835659,45.764043,"Lyon, Auvergne-Rhône-Alpes, France  "
"73",49,"Marseille,   ",5.36978,43.296482,"Marseille,   "
"74",51,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, France  ",3.8680984,43.6213773,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, France  "
"75",53,"Paris, Île-de-France, France  ",2.6370411,48.8499198,"Paris, Île-de-France, France  "
"76",55,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, France  ",0.340375,46.580224,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, France  "
"77",57,"Reims, Alsace-Champagne-Ardenne-Lorraine, France  ",4.031696,49.258329,"Reims, Alsace-Champagne-Ardenne-Lorraine, France  "
"78",59,"Rennes, Bretagne, France  ",-1.6777926,48.117266,"Rennes, Bretagne, France  "
"79",61,"Rouen, Normandie, France  ",1.099971,49.443232,"Rouen, Normandie, France  "
"80",63,"Auxerre, Bourgogne-Franche-Comté, France  ",3.573781,47.798202,"Auxerre, Bourgogne-Franche-Comté, France  "
"81",65,"Strasbourg, Alsace-Champagne-Ardenne-Lorraine, F-67081  ",7.513882,48.586836,"Strasbourg, Alsace-Champagne-Ardenne-Lorraine, F-67081  "
"82",67,"Toulouse, Languedoc-Roussillon Midi-Pyrénées, France  ",1.4414303,43.5890967,"Toulouse, Languedoc-Roussillon Midi-Pyrénées, France  "
"83",69,"Tours, Centre-Val de Loire, France  ",0.68484,47.394144,"Tours, Centre-Val de Loire, France  "
"84",71,"Bonneuil Matours, Aquitaine-Limousin-Poitou-Charentes, 86210  ",0.570476,46.679826,"Bonneuil Matours, Aquitaine-Limousin-Poitou-Charentes, 86210  "
"85",73,"Arcomie, Languedoc-Roussillon Midi-Pyrénées, 48200  ",3.23502,44.867508,"Arcomie, Languedoc-Roussillon Midi-Pyrénées, 48200  "
"86",75,"Chef Boutonne, 79110  ",-0.073412,46.110408,"Chef Boutonne, 79110  "
"87",77,"Le Busseau, Aquitaine-Limousin-Poitou-Charentes, 79240  ",-0.594863,46.580502,"Le Busseau, Aquitaine-Limousin-Poitou-Charentes, 79240  "
"88",79,"Argeles Sur Mer, Languedoc-Roussillon-Midi-Pyrénées, 66700  ",3.0275802,42.5404993,"Argeles Sur Mer, Languedoc-Roussillon-Midi-Pyrénées, 66700  "
"89",81,"Argenton Chateau, Aquitaine-Limousin-Poitou-Charentes, 79150  ",-0.448977,46.986246,"Argenton Chateau, Aquitaine-Limousin-Poitou-Charentes, 79150  "
"90",83,"Louzy, 79100  ",-0.186763,47.011642,"Louzy, 79100  "
"91",85,"Belfort, Bourgogne-Franche-Comté, 90000  ",6.8437053,47.6437604,"Belfort, Bourgogne-Franche-Comté, 90000  "
"92",87,"Argol, Brittany, 29560  ",-4.3167989,48.245993,"Argol, Brittany, 29560  "
"93",89,"Le Mas D'Azil, 9290  ",1.36147,43.0793899,"Le Mas D'Azil, 9290  "
"94",91,"Le Brignon, Languedoc-Roussillon Midi-Pyrénées, 43250  ",3.879515,44.934802,"Le Brignon, Languedoc-Roussillon Midi-Pyrénées, 43250  "
"95",93,"Arles Sur Tech, Languedoc-Roussillon-Midi-Pyrénées, 66150  ",2.635402,42.455122,"Arles Sur Tech, Languedoc-Roussillon-Midi-Pyrénées, 66150  "
"96",95,"Marseille, 13001  ",5.3821768,43.300771,"Marseille, 13001  "
"97",97,"Armissan, Languedoc-Roussillon-Midi-Pyrénées, 11110  ",3.095763,43.186529,"Armissan, Languedoc-Roussillon-Midi-Pyrénées, 11110  "
"98",99,"Arnage, Pays de la Loire, 72230  ",0.191754,47.926342,"Arnage, Pays de la Loire, 72230  "
"99",101,"Arnay Le Duc, Bourgogne-Franche-Comté, 21320  ",4.485898,47.130623,"Arnay Le Duc, Bourgogne-Franche-Comté, 21320  "
"100",103,"Ars Sur Formans, Auvergne-Rhône-Alpes, 1480 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",4.823364,45.992454,"Ars Sur Formans, Auvergne-Rhône-Alpes, 1480 "
"101",5,"Lantriac, Auvergne-Rhône-Alpes, 43250  ",4.00469,45.000858,"Lantriac, Auvergne-Rhône-Alpes, 43250  "
"102",7,"Artzenheim, Alsace-Champagne-Ardenne-Lorraine, France  ",7.541172,48.116471,"Artzenheim, Alsace-Champagne-Ardenne-Lorraine, France  "
"103",9,"Arzano, Brittany, 29300  ",-3.440441,47.901504,"Arzano, Brittany, 29300  "
"104",11,"Arzenc D'Apcher, 48200  ",3.09789,44.8550899,"Arzenc D'Apcher, 48200  "
"105",13,"Arzenc De Randon, Languedoc-Roussillon-Midi-Pyrénées, 48170  ",3.631652,44.661655,"Arzenc De Randon, Languedoc-Roussillon-Midi-Pyrénées, 48170  "
"106",15,"Barcus, Aquitaine-Limousin-Poitou-Charentes, 64130  ",-0.769507,43.189004,"Barcus, Aquitaine-Limousin-Poitou-Charentes, 64130  "
"107",17,"La Villedieu Du Clain, Aquitaine-Limousin-Poitou-Charentes, 86340  ",0.367687,46.4557829,"La Villedieu Du Clain, Aquitaine-Limousin-Poitou-Charentes, 86340  "
"108",19,"L'Isle Jourdain, 86150  ",0.688192,46.236319,"L'Isle Jourdain, 86150  "
"109",21,"Brioux Sur Boutonne, Aquitaine-Limousin-Poitou-Charentes, 79170  ",-0.220058,46.141353,"Brioux Sur Boutonne, Aquitaine-Limousin-Poitou-Charentes, 79170  "
"110",23,"Charroux, 86250  ",0.402332,46.144503,"Charroux, 86250  "
"111",25,"Airvault, Aquitaine-Limousin-Poitou-Charentes, 79600  ",-0.138802,46.82465,"Airvault, Aquitaine-Limousin-Poitou-Charentes, 79600  "
"112",27,"Assier, Languedoc-Roussillon-Midi-Pyrénées, 46320  ",1.878026,44.674942,"Assier, Languedoc-Roussillon-Midi-Pyrénées, 46320  "
"113",29,"Mandelieu, 6210  ",6.938309,43.546232,"Mandelieu, 6210  "
"114",31,"Gilette, 6830  ",7.164172,43.849929,"Gilette, 6830  "
"115",33,"Pargny sur Saulx, Alsace-Champagne-Ardenne-Lorraine, 51340  ",4.834992,48.768975,"Pargny sur Saulx, Alsace-Champagne-Ardenne-Lorraine, 51340  "
"116",35,"Hauteville Lompnes, Auvergne-Rhône-Alpes, 1110  ",5.6017849,45.9769859,"Hauteville Lompnes, Auvergne-Rhône-Alpes, 1110  "
"117",37,"Izernore, Auvergne-Rhône-Alpes, 1580  ",5.554472,46.219641,"Izernore, Auvergne-Rhône-Alpes, 1580  "
"118",39,"Lantenay, Bourgogne Franche-Comté, 1430  ",4.866867,47.342417,"Lantenay, Bourgogne Franche-Comté, 1430  "
"119",41,"Bellegarde, Languedoc-Roussillon-Midi-Pyrénées, 1200  ",4.5138361,43.7541102,"Bellegarde, Languedoc-Roussillon-Midi-Pyrénées, 1200  "
"120",43,"Ambronay, Auvergne-Rhône-Alpes, 1500  ",5.360208,46.006965,"Ambronay, Auvergne-Rhône-Alpes, 1500  "
"121",45,"Pont d, Auvergne-Rhône-Alpes, 1160  ",5.341124,46.04936,"Pont d, Auvergne-Rhône-Alpes, 1160  "
"122",47,"Fareins, Auvergne-Rhône-Alpes, 1480  ",4.761791,46.020781,"Fareins, Auvergne-Rhône-Alpes, 1480  "
"123",49,"Jassans Riottier, Auvergne-Rhône-Alpes, 1480  ",4.758901,45.984091,"Jassans Riottier, Auvergne-Rhône-Alpes, 1480  "
"124",51,"Chalamont, Auvergne-Rhône-Alpes, 1320  ",5.172362,45.996513,"Chalamont, Auvergne-Rhône-Alpes, 1320  "
"125",53,"Pont De Veyle, Auvergne-Rhône-Alpes, 1290  ",4.8869292,46.2634491,"Pont De Veyle, Auvergne-Rhône-Alpes, 1290  "
"126",55,"Pont De Vaux, Auvergne-Rhône-Alpes, 1190  ",4.938149,46.430278,"Pont De Vaux, Auvergne-Rhône-Alpes, 1190  "
"127",57,"Saint Jean Pied De Port, Aquitaine-Limousin-Poitou-Charentes, 64220  ",-1.23811,43.163141,"Saint Jean Pied De Port, Aquitaine-Limousin-Poitou-Charentes, 64220  "
"128",59,"Bidarray, Aquitaine-Limousin-Poitou-Charentes, 64780  ",-1.2698475,43.2644671,"Bidarray, Aquitaine-Limousin-Poitou-Charentes, 64780  "
"129",61,"Helette, Aquitaine-Limousin-Poitou-Charentes, 64120  ",-1.24526,43.308184,"Helette, Aquitaine-Limousin-Poitou-Charentes, 64120  "
"130",63,"Bardos, Aquitaine-Limousin-Poitou-Charentes, 64520  ",-1.20333,43.4754549,"Bardos, Aquitaine-Limousin-Poitou-Charentes, 64520  "
"131",65,"Aldudes, Aquitaine-Limousin-Poitou-Charentes, 64430  ",-1.425809,43.095765,"Aldudes, Aquitaine-Limousin-Poitou-Charentes, 64430  "
"132",67,"Sarrance, Aquitaine-Limousin-Poitou-Charentes, 64490  ",-0.602211,43.050783,"Sarrance, Aquitaine-Limousin-Poitou-Charentes, 64490  "
"133",69,"Lasseube, Aquitaine-Limousin-Poitou-Charentes, 64290  ",-0.482107,43.2246359,"Lasseube, Aquitaine-Limousin-Poitou-Charentes, 64290  "
"134",71,"Higueres Souye, Aquitaine-Limousin-Poitou-Charentes, 64160  ",-0.2597729,43.378126,"Higueres Souye, Aquitaine-Limousin-Poitou-Charentes, 64160  "
"135",73,"La Clayette, Bourgogne Franche-Comté, 71800  ",4.304268,46.290698,"La Clayette, Bourgogne Franche-Comté, 71800  "
"136",75,"Ouroux Sur Saone, 71370  ",4.953158,46.721936,"Ouroux Sur Saone, 71370  "
"137",77,"Bergheim, Alsace-Champagne-Ardenne-Lorraine, 68750  ",7.3459438,48.2092373,"Bergheim, Alsace-Champagne-Ardenne-Lorraine, 68750  "
"138",79,"Monswiller, Alsace-Champagne-Ardenne-Lorraine, 67700  ",7.37566,48.7564009,"Monswiller, Alsace-Champagne-Ardenne-Lorraine, 67700  "
"139",81,"Altkirch, Alsace-Champagne-Ardenne-Lorraine, 68130  ",7.243036,47.620391,"Altkirch, Alsace-Champagne-Ardenne-Lorraine, 68130  "
"140",83,"Saugnieu, 69100  ",5.1118118,45.7126207,"Saugnieu, 69100  "
"141",85,"Aixe Sur Vienne, Aquitaine-Limousin-Poitou-Charentes, 87700  ",1.134253,45.795444,"Aixe Sur Vienne, Aquitaine-Limousin-Poitou-Charentes, 87700  "
"142",87,"Sisteron, 4200  ",5.943191,44.194713,"Sisteron, 4200  "
"143",89,"L'Ile Bouchard, 37220  ",0.425897,47.119833,"L'Ile Bouchard, 37220  "
"144",91,"Minimes, Languedoc-Roussillon Midi-Pyrénées, 31000  ",1.444205,43.6046256,"Minimes, Languedoc-Roussillon Midi-Pyrénées, 31000  "
"145",93,"Montreal, Languedoc-Roussillon Midi-Pyrénées, France  ",2.140625,43.199827,"Montreal, Languedoc-Roussillon Midi-Pyrénées, France  "
"146",95,"Villepinte, Île-de-France, 93420  ",2.5393855,48.9579323,"Villepinte, Île-de-France, 93420  "
"147",97,"Stains, Île-de-France, 93240  ",2.381373,48.9612947,"Stains, Île-de-France, 93240  "
"148",99,"Neuilly Plaisance, Île-de-France, 93360  ",2.5113548,48.8653074,"Neuilly Plaisance, Île-de-France, 93360  "
"149",101,"Eaubonne, Île-de-France, 95600  ",2.2794588,48.9910968,"Eaubonne, Île-de-France, 95600  "
"150",103,"Auvers Sur Oise, Île-de-France, 95430 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",2.17081,49.070852,"Auvers Sur Oise, Île-de-France, 95430 "
"151",5,"Champagne Sur Oise, Île-de-France, 95660  ",2.2350979,49.136089,"Champagne Sur Oise, Île-de-France, 95660  "
"152",7,"Ezanville, 95460  ",2.3655557,49.0423796,"Ezanville, 95460  "
"153",9,"Taverny, Île-de-France, 95150  ",2.2234867,49.027433,"Taverny, Île-de-France, 95150  "
"154",11,"Vareal, Île-de-France, 95490  ",2.023163,49.029373,"Vareal, Île-de-France, 95490  "
"155",13,"Meudon, Île-de-France, 92190  ",2.2343975,48.8131145,"Meudon, Île-de-France, 92190  "
"156",15,"Seyne Les Alpes,   ",6.354495,44.350285,"Seyne Les Alpes,   "
"157",17,"Verdon, 4170  ",6.5356449,44.0232848,"Verdon, 4170  "
"158",19,"Vaire Et Var,   ",6.1217309,43.2284793,"Vaire Et Var,   "
"159",21,"Greoux Les Bains, 4800  ",5.885954,43.7583797,"Greoux Les Bains, 4800  "
"160",23,"Ubaye, 4400  ",6.6210611,44.3961659,"Ubaye, 4400  "
"161",25,"Oraison, 4700  ",5.921487,43.914706,"Oraison, 4700  "
"162",27,"Vaire Et Var, 4320  ",-1.756478,46.602207,"Vaire Et Var, 4320  "
"163",29,"Riez, 4500  ",6.093344,43.8173869,"Riez, 4500  "
"164",31,"Largue, 4110  ",5.6668306,43.8986982,"Largue, 4110  "
"165",33,"Riez, 4500  ",6.093344,43.8173869,"Riez, 4500  "
"166",35,"Verdon,   ",6.3788372,43.7613593,"Verdon,   "
"167",37,"Riez, 4120  ",6.093344,43.8173869,"Riez, 4120  "
"168",39,"Riez, 4360  ",6.2163597,43.8320441,"Riez, 4360  "
"169",41,"Bleone,   ",6.279031,44.147233,"Bleone,   "
"170",43,"Ubaye,   ",7.2074318,44.421967,"Ubaye,   "
"171",45,"Largue,   ",5.831048,43.8954371,"Largue,   "
"172",47,"Verdon, 4370  ",6.6210611,44.1698423,"Verdon, 4370  "
"173",49,"Bleone, 4420  ",6.279031,44.147233,"Bleone, 4420  "
"174",51,"Vaire Et Var,   ",6.1217309,43.2284793,"Vaire Et Var,   "
"175",53,"Bleone, 4420  ",6.279031,44.147233,"Bleone, 4420  "
"176",55,"Verdon, 4120  ",6.3788372,43.7613593,"Verdon, 4120  "
"177",57,"Sisteron, 4200  ",5.943191,44.194713,"Sisteron, 4200  "
"178",59,"Sisteron,   ",5.943191,44.194713,"Sisteron,   "
"179",61,"Verdon, 4330  ",6.365157,43.9569967,"Verdon, 4330  "
"180",63,"Manosque, 4220  ",5.761583,43.7700888,"Manosque, 4220  "
"181",65,"Verdon, Languedoc-Roussillon-Midi-Pyrénées, France  ",3.2583626,43.5912356,"Verdon, Languedoc-Roussillon-Midi-Pyrénées, France  "
"182",67,"Verdon, 4170  ",6.5356449,44.0232848,"Verdon, 4170  "
"183",69,"La Motte Et Turriers, 4250  ",6.168421,44.401171,"La Motte Et Turriers, 4250  "
"184",71,"Volonne, 4290  ",6.013711,44.111198,"Volonne, 4290  "
"185",73,"Forcalquier, 4300  ",5.780712,43.959933,"Forcalquier, 4300  "
"186",75,"Montesson, Île-de-France, 78360  ",2.1422034,48.9256365,"Montesson, Île-de-France, 78360  "
"187",77,"Chatou, Île-de-France, 78400  ",2.1541059,48.8977009,"Chatou, Île-de-France, 78400  "
"188",79,"Breval, Île-de-France, 78980  ",1.532795,48.945514,"Breval, Île-de-France, 78980  "
"189",81,"Bougival, Île-de-France, 78380  ",2.1402552,48.8627049,"Bougival, Île-de-France, 78380  "
"190",83,"Rouen, Normandie, 76000  ",1.0976001,49.4464909,"Rouen, Normandie, 76000  "
"191",85,"Nice, 6200  ",7.2619532,43.7101728,"Nice, 6200  "
"192",87,"Villiers le Sec, Alsace-Champagne-Ardenne-Lorraine, 52000  ",5.065324,48.108445,"Villiers le Sec, Alsace-Champagne-Ardenne-Lorraine, 52000  "
"193",89,"Villiers Le Bacle, Île-de-France, 91190  ",2.125206,48.725782,"Villiers Le Bacle, Île-de-France, 91190  "
"194",91,"Verrieres Le Buisson, Île-de-France, 91370  ",2.2519797,48.752441,"Verrieres Le Buisson, Île-de-France, 91370  "
"195",93,"Torfou, Île-de-France, 91730  ",2.2327181,48.5309952,"Torfou, Île-de-France, 91730  "
"196",95,"Soisy Sur Seine, Île-de-France, 91450  ",2.453747,48.649862,"Soisy Sur Seine, Île-de-France, 91450  "
"197",97,"Saulx Les Chartreux, Île-de-France, 91160  ",2.264733,48.686895,"Saulx Les Chartreux, Île-de-France, 91160  "
"198",99,"Milly La Foret, Île-de-France, 91490  ",2.468334,48.403304,"Milly La Foret, Île-de-France, 91490  "
"199",101,"Marolles En Hurepoix, 91630  ",2.299143,48.564084,"Marolles En Hurepoix, 91630  "
"200",103,"Le Coudray Montceaux, 91830 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->",2.485767,48.565903,"Le Coudray Montceaux, 91830 "
"201",5,"Corbreuse, Île-de-France, 91410  ",1.960147,48.495968,"Corbreuse, Île-de-France, 91410  "
"202",7,"Le Coudray Montceaux, 91830  ",2.485767,48.565903,"Le Coudray Montceaux, 91830  "
"203",9,"Forges Les Bains, Île-de-France, 91470  ",2.0985246,48.6281108,"Forges Les Bains, Île-de-France, 91470  "
"204",11,"Crosne, Île-de-France, 91560  ",2.4649022,48.7204627,"Crosne, Île-de-France, 91560  "
"205",13,"Champcueil, Île-de-France, 91750  ",2.445028,48.515058,"Champcueil, Île-de-France, 91750  "
"206",15,"Boigneville, Île-de-France, 91720  ",2.37142,48.334618,"Boigneville, Île-de-France, 91720  "
"207",17,"Avrainville, Île-de-France, 91630  ",2.246488,48.56214,"Avrainville, Île-de-France, 91630  "
"208",19,"Largue, 4110  ",5.6668306,43.8986982,"Largue, 4110  "
"209",21,"Villecresnes, Île-de-France, 94440  ",2.5310419,48.720478,"Villecresnes, Île-de-France, 94440  "
